building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt
yes,,,,,,10.5,default,1382.4,"POLYGON ((359472.88026614353 3465374.1236051717, 359472.8978140302 3465354.8324271673, 359497.9170477807 3465354.4972237353, 359497.59550172684 3465349.678796307, 359513.6786217779 3465349.463348805, 359513.48967724375 3465354.543609616, 359537.4811117126 3465354.2222681465, 359538.25020660565 3465373.2700830395, 359512.20932798134 3465373.3638825924, 359512.4574070815 3465378.3828558284, 359498.3533413302 3465378.5385341644, 359497.91195312515 3465373.300415681, 359472.88026614353 3465374.1236051717))"
yes,,,,,,10.5,default,2417.2,"POLYGON ((359146.6128628853 3465543.65995167, 359146.4013051591 3465527.9084947887, 359225.27395996643 3465526.8494554744, 359224.6211486956 3465554.796865446, 359204.96965402114 3465555.060678425, 359205.1823994551 3465551.765052739, 359179.40556828957 3465552.3550595627, 359179.8433602246 3465565.8196032243, 359173.5465360376 3465572.511872234, 359160.52461144456 3465572.431750749, 359153.79949430516 3465565.659360182, 359153.7630105893 3465543.8078292254, 359146.6128628853 3465543.65995167))"
yes,,,,museum,中国武术博物馆,10.5,default,4551.8,"POLYGON ((359459.4073398504 3465600.3630019976, 359458.90476168995 3465553.627986749, 359556.29005400505 3465552.578344747, 359556.7921979941 3465599.3133489, 359459.4073398504 3465600.3630019976))"
yes,,,,,,10.5,default,1404.2,"POLYGON ((359472.1893587697 3465339.6087273094, 359471.6907593878 3465321.5772685925, 359497.39452998666 3465321.177462056, 359497.89338636876 3465314.3635166446, 359512.1874264242 3465314.1720370194, 359512.27250625717 3465320.5236027986, 359537.285716253 3465320.44357314, 359536.5293104559 3465340.010721486, 359513.21591487987 3465339.7908172663, 359513.360498052 3465344.899870604, 359498.30516847246 3465345.101549344, 359497.9800586394 3465340.0170877776, 359472.1893587697 3465339.6087273094))"
yes,,,,,,10.5,default,1279.5,"POLYGON ((359360.0530439634 3465507.7901282837, 359360.2073737237 3465474.583222173, 359365.6900843743 3465474.5983926826, 359365.71761648863 3465469.5535494317, 359359.20682012 3465469.5299922605, 359359.3194886504 3465443.862640645, 359366.34434371354 3465443.8903920967, 359366.42754974286 3465426.6715450226, 359378.13575919886 3465426.7251985203, 359377.79406936374 3465500.6230046554, 359370.52182350843 3465500.598564803, 359370.48550642806 3465507.8276169854, 359360.0530439634 3465507.7901282837))"
yes,,,,,,10.5,levels_x3.5,8411.7,"POLYGON ((358703.08524782636 3464353.0964495456, 358722.3580009208 3464229.0974612264, 358744.6727332944 3464217.8765458874, 358886.28176727355 3464267.2916355487, 358875.85467531864 3464299.594580619, 358752.35743976384 3464257.663281611, 358749.13306102157 3464267.76238955, 358720.1322458982 3464358.5987419635, 358703.08524782636 3464353.0964495456))"
yes,,,,,凯迪金融大厦,87.5,levels_x3.5,2425.0,"POLYGON ((358580.12237059267 3464222.2883622125, 358583.3516858682 3464212.5660795216, 358587.35964292893 3464187.8661557944, 358658.6454292302 3464210.786526419, 358657.6579457389 3464213.094791006, 358661.75806099863 3464214.303450084, 358664.08258578076 3464216.5560120554, 358664.8878623483 3464219.0951221446, 358663.7868975315 3464232.059303431, 358662.7967663501 3464234.8775948705, 358660.523463237 3464236.427106455, 358657.9761602776 3464236.7164175706, 358625.90939779347 3464225.7179847546, 358620.9036603966 3464232.892057895, 358607.5683855656 3464228.759001785, 358606.8282254024 3464231.05285212, 358580.12237059267 3464222.2883622125))"
yes,,,,,,10.5,default,262.0,"POLYGON ((358367.0244783916 3464897.355123397, 358356.91373875656 3464888.7663345044, 358369.7710905441 3464873.769677269, 358379.8818326986 3464882.358478513, 358369.8638545837 3464894.0350932823, 358367.0244783916 3464897.355123397))"
yes,,,,,江湾体育场,10.5,default,6781.8,"POLYGON ((358393.65294818365 3464599.392761698, 358387.8126270168 3464614.5274631963, 358394.4003272007 3464618.7956482605, 358402.4538328055 3464626.5807392956, 358411.4813162647 3464637.412645209, 358419.3279171505 3464655.9658161695, 358421.7027210586 3464671.8211396844, 358420.42690260685 3464685.9074984044, 358415.86133781984 3464703.098212792, 358388.6107319149 3464754.742469335, 358379.23643612076 3464772.5081151193, 358340.73899604095 3464849.1277102996, 358328.5713110929 3464863.7381373886, 358317.071368819 3464872.1087789168, 358303.8336595526 3464878.673585604, 358291.71745224716 3464881.5867876243, 358273.30777832516 3464881.56942313, 358262.9273254138 3464880.5012179045, 358253.9518873126 3464878.449484837, 358247.4755078154 3464892.2735536466, 358258.6614362017 3464895.891911008, 358270.9374914338 3464897.76600922, 358278.7047026378 3464898.4593160627, 358290.3428375378 3464897.503833723, 358299.10426710173 3464896.3987489315, 358314.3582082796 3464891.114943586, 358328.0429969381 3464883.823469298, 358340.67848651536 3464874.25121657, 358351.2463511898 3464862.4119329704, 358363.4638797764 3464840.91595887, 358380.81993385206 3464803.0752096684, 358387.9841202821 3464806.3377915756, 358391.0969525903 3464807.7592265396, 358411.96999280923 3464765.3033025144, 358408.7485720689 3464763.5950699816, 358404.5203621908 3464761.3460882474, 358429.8540177445 3464709.428401891, 358434.01901773666 3464696.411733975, 358436.6791210462 3464685.4442592924, 358437.957860291 3464666.634890902, 358434.9719533372 3464653.459728377, 358431.73251281737 3464640.5429841853, 358427.5261703751 3464631.4531456893, 358418.66819469735 3464618.368320179, 358408.0611231683 3464607.5799010256, 358400.1855872144 3464603.1073542447, 358393.65294818365 3464599.392761698))"
yes,,,,,江湾体育场,10.5,default,7586.8,"POLYGON ((358233.6597853529 3464682.0881461645, 358234.3785252105 3464682.4442976867, 358239.7249715244 3464685.021793755, 358240.3737361629 3464683.0174023267, 358252.8108994625 3464689.0468650046, 358255.10684944654 3464684.958072614, 358250.745630512 3464682.7331206356, 358242.7994798162 3464678.671856717, 358244.7435882591 3464674.6099900925, 358249.2663062434 3464676.8105839374, 358271.30267413426 3464633.8175741467, 358279.28330499283 3464619.9953869726, 358289.00206925697 3464609.409246674, 358306.80314437114 3464596.751586049, 358322.0411303344 3464590.9580390104, 358337.2040161957 3464586.6511597363, 358352.6124270825 3464585.722460366, 358372.9725667421 3464588.4520961004, 358378.87276509 3464590.4456743216, 358384.62008470495 3464592.396972304, 358377.43704719876 3464608.9023944074, 358363.87416167307 3464604.8059976217, 358345.1126408956 3464603.4406442475, 358326.71312914806 3464607.735788438, 358309.56881023047 3464616.1604748517, 358298.27883946395 3464627.4108527685, 358287.3202816131 3464644.1669065743, 358250.8401282687 3464717.2007119465, 358220.82674473786 3464772.84076975, 358211.3708221297 3464793.7009029454, 358208.59399377124 3464807.984982414, 358209.76290594204 3464820.5194471045, 358212.9031309651 3464835.2335408195, 358218.18007256906 3464846.759015018, 358228.90176194976 3464860.3950038906, 358242.2635686684 3464872.875556296, 358234.3771712228 3464886.6078208038, 358226.059332654 3464880.389671769, 358217.356754296 3464873.87738539, 358207.7716353446 3464863.341437428, 358202.5442138687 3464854.775476173, 358196.49352634687 3464841.6417948045, 358192.74942273914 3464828.731931127, 358190.5487371212 3464817.3311829073, 358191.12392277713 3464802.8440369708, 358193.7871878059 3464792.131438813, 358198.9358873184 3464776.5624833684, 358223.30169925996 3464728.471188278, 358215.07762249885 3464724.2695740126, 358217.32236772066 3464719.9153808006, 358228.5469973278 3464724.9744762983, 358233.65174805594 3464727.2780647613, 358235.74482325825 3464722.9702727245, 358223.92158640246 3464717.2873119614, 358225.41611255764 3464714.473238947, 358219.5062109399 3464711.7592374906, 358233.6597853529 3464682.0881461645))"
yes,,,,,,10.5,default,293.9,"POLYGON ((359384.7123674869 3465509.0337826125, 359384.6788402053 3465496.5948923025, 359408.2925692303 3465496.5222121403, 359408.32621711784 3465508.972186272, 359384.7123674869 3465509.0337826125))"
yes,,,,,,10.5,default,436.0,"POLYGON ((359418.4741212531 3465442.337802149, 359418.4129034148 3465437.7708805706, 359413.055079024 3465437.8427014854, 359413.0364362947 3465427.9313941826, 359418.28006689926 3465427.8611042285, 359418.23920562374 3465424.812794977, 359427.6925804492 3465424.941076162, 359427.73343897884 3465427.9893853515, 359439.7277346001 3465428.083619857, 359439.7617557348 3465430.622029999, 359445.1325167268 3465430.8050448103, 359445.48557234346 3465438.6829933724, 359440.0977136012 3465438.6443355037, 359440.178706401 3465442.556873358, 359418.4741212531 3465442.337802149))"
yes,,,,,,10.5,default,662.8,"POLYGON ((359420.9494189221 3465492.0841437653, 359420.8537011001 3465487.783766449, 359418.5623008811 3465487.9696965874, 359418.517022033 3465480.3315303265, 359420.67875868065 3465480.413420432, 359420.57769182604 3465475.7139917617, 359420.4880661715 3465471.8680897583, 359427.0630975012 3465471.7134358096, 359426.9700569579 3465467.612584346, 359440.634017586 3465467.296401374, 359440.611847908 3465468.4829809866, 359444.05653583107 3465468.414640137, 359444.10334988515 3465470.487235345, 359448.73730641464 3465470.380783611, 359449.16591314523 3465488.867741656, 359444.1038702013 3465488.9910177398, 359444.1667376747 3465491.5512149534, 359437.7723842398 3465491.6923504155, 359437.8316956971 3465493.2769611003, 359426.4213989853 3465493.4298997717, 359426.54438535287 3465491.953713059, 359420.9494189221 3465492.0841437653))"
yes,,,,,,10.5,default,296.4,"POLYGON ((359421.8143737614 3465462.881127969, 359420.21059245657 3465457.5588108306, 359419.9127845491 3465454.513945723, 359420.1153488909 3465450.45347885, 359421.09617644595 3465447.6464696615, 359438.714732476 3465447.66531357, 359439.179226075 3465463.1472806865, 359433.82885156973 3465463.063777254, 359433.7626656629 3465464.5170289334, 359425.1290862622 3465464.477536174, 359425.1368345153 3465462.925286909, 359421.8143737614 3465462.881127969))"
yes,,,,,,10.5,default,1091.7,"POLYGON ((359236.23935491755 3465636.084288621, 359236.04161347874 3465621.352631533, 359260.553189344 3465621.5336357336, 359260.59067774995 3465624.3269971777, 359296.3213294407 3465623.592537893, 359296.3519669571 3465625.875999854, 359323.9209630899 3465625.506139065, 359323.70134429086 3465631.1300729215, 359338.6749365741 3465631.2507355628, 359338.7012508826 3465635.3413971174, 359320.72762368096 3465635.0835911664, 359236.23935491755 3465636.084288621))"
yes,,,,,,10.5,default,23.2,"POLYGON ((359335.20256842556 3465557.581445916, 359335.25892900047 3465553.267940654, 359340.62799641874 3465553.3289673775, 359340.5717823182 3465557.6535572964, 359335.20256842556 3465557.581445916))"
yes,,,,,老教学楼,10.5,default,1849.3,"POLYGON ((359243.1202887951 3465616.1798794535, 359243.15896999906 3465599.9150763126, 359246.9879929052 3465600.1186791207, 359246.93681375706 3465596.305519067, 359263.02641245513 3465596.599572635, 359263.03535060945 3465599.3933171057, 359281.9539938951 3465599.139442416, 359282.17345492204 3465596.342633436, 359299.27446583007 3465596.1131800385, 359299.31536417326 3465599.1614907775, 359317.17768298497 3465598.921852103, 359317.1402099901 3465596.1284910976, 359332.9660187324 3465595.9161995733, 359333.0103270505 3465599.219459696, 359337.6101766812 3465599.4127560155, 359337.3075667978 3465615.171100689, 359332.9646669513 3465614.974358217, 359332.99529639503 3465617.2578199706, 359247.2232093522 3465617.6436969396, 359246.94588390423 3465616.128532375, 359243.1202887951 3465616.1798794535))"
yes,,,,,中国武术研究学院,10.5,default,9161.0,"POLYGON ((359465.0565511689 3465489.220212936, 359464.97827048204 3465483.378544057, 359460.89241583995 3465483.1893883604, 359460.50943773903 3465435.4327973705, 359464.33509590756 3465435.381532006, 359464.23631807574 3465428.010166683, 359611.27752789494 3465426.8058020864, 359612.34702252713 3465487.502490305, 359465.0565511689 3465489.220212936))"
yes,,,,,,10.5,default,2185.8,"POLYGON ((359356.38130691217 3465552.6742164646, 359357.03773959423 3465524.9706923016, 359376.4357538319 3465524.9655613163, 359376.21284644806 3465527.507417524, 359413.7329151819 3465526.749380512, 359413.6988865845 3465524.2109699007, 359433.8745666142 3465524.705510836, 359434.2966703371 3465556.197320334, 359431.0394732031 3465560.3098179633, 359422.36047046114 3465560.4261548035, 359418.9881133684 3465556.657517533, 359418.9268932661 3465552.090595258, 359400.17917311366 3465552.3197536403, 359400.32770002284 3465554.878802916, 359388.0705042366 3465555.0431409543, 359387.9723849511 3465551.9845118024, 359356.38130691217 3465552.6742164646))"
yes,,,,,篮球、武术馆,10.5,default,3212.0,"POLYGON ((359470.68278187234 3465299.6279266845, 359470.1518100265 3465259.9999186997, 359504.87222407525 3465259.7897582497, 359504.913057775 3465262.8380662524, 359517.90515908645 3465262.7970790938, 359517.89451251924 3465259.870321085, 359553.0657683342 3465259.9203632246, 359553.120592747 3465299.5547360107, 359517.99794401537 3465299.5705696763, 359518.0045342068 3465297.22009139, 359505.0900938962 3465297.370907678, 359504.8900546589 3465299.4911558335, 359470.68278187234 3465299.6279266845))"
yes,,,,,,10.5,default,830.5,"POLYGON ((359397.51019470487 3465121.058699524, 359397.1884093664 3465105.57482522, 359450.7820375265 3465104.457413762, 359451.1038921858 3465119.9523715796, 359397.51019470487 3465121.058699524))"
yes,,,,,,10.5,default,1022.0,"POLYGON ((359331.1020563485 3465121.9823777312, 359330.98062673135 3465105.121056284, 359391.5700483817 3465104.6855940204, 359391.691529191 3465121.5579973897, 359331.1020563485 3465121.9823777312))"
yes,,,,,,10.5,default,376.3,"POLYGON ((359213.89574556967 3465120.2510833326, 359213.9182468952 3465107.0353654437, 359242.3890021137 3465107.0856380374, 359242.3664649472 3465120.3013545666, 359213.89574556967 3465120.2510833326))"
yes,,,,,,10.5,default,770.8,"POLYGON ((358350.5451915115 3463785.993789992, 358361.5560286711 3463756.8088858523, 358366.4835943788 3463758.6493044165, 358367.3565476622 3463756.3203851595, 358379.18272998335 3463760.739616916, 358378.2174357438 3463763.2804301274, 358382.8292518975 3463765.0031627836, 358372.05701035145 3463793.530702157, 358367.68435355736 3463791.8934410345, 358366.654682945 3463794.6014263094, 358354.3979733637 3463790.021719667, 358355.2527825129 3463787.7595646367, 358350.5451915115 3463785.993789992))"
yes,,,,,,10.5,default,78.5,"POLYGON ((358198.4934763305 3463823.9685630556, 358192.25558647054 3463810.40501889, 358197.04312443506 3463808.2227456504, 358203.2811588693 3463821.7973772082, 358198.4934763305 3463823.9685630556))"
yes,,,,,,10.5,default,1267.5,"POLYGON ((358291.39653432154 3463890.8862092933, 358291.5111720875 3463875.4075067993, 358291.57007586956 3463867.0805346016, 358304.81688570615 3463864.6177734705, 358313.0011908546 3463864.418567809, 358323.3098428477 3463866.4413038394, 358325.53382808797 3463866.8769219443, 358334.7529902636 3463869.291329197, 358334.5501171493 3463872.5979297943, 358337.6157265019 3463873.3215312827, 358337.6672047398 3463877.134690091, 358333.7177644483 3463887.0995942997, 358334.3037185437 3463892.4244270003, 358325.6610166468 3463895.3349817027, 358316.73738627526 3463896.475451221, 358307.2955331758 3463896.602941721, 358300.3769608572 3463894.6563977953, 358291.39653432154 3463890.8862092933))"
yes,,,mall,,百联ZX造趣场,10.5,default,5924.8,"POLYGON ((358306.81366998283 3463918.7275872272, 358314.2548433787 3463919.1925355582, 358325.21176971815 3463918.4680815013, 358329.5252385767 3463917.134863573, 358333.83460807975 3463914.7928053746, 358336.3675587926 3463912.7297274154, 358347.93494965194 3463881.0649285237, 358348.253955666 3463879.3089103713, 358348.15222397266 3463877.4144436507, 358347.5410671934 3463876.5690114256, 358346.3551472512 3463876.163722703, 358341.7510627438 3463875.7158837058, 358342.41604028794 3463872.7910825047, 358353.3823170897 3463849.482756888, 358356.43680133217 3463848.676538263, 358359.47422915185 3463846.6066575595, 358362.2374648881 3463843.265498772, 358364.986937812 3463838.904542617, 358391.82501105464 3463764.260906303, 358379.764326361 3463760.099821443, 358357.9464628677 3463751.757686566, 358338.551251687 3463810.0477142255, 358334.16729920916 3463824.4975423687, 358334.5583283225 3463853.4620294375, 358323.3098428477 3463866.4413038394, 358316.69593310275 3463874.3689606604, 358291.5111720875 3463875.4075067993, 358282.51027177344 3463875.7618863117, 358296.9972815305 3463909.447463301, 358300.1306299141 3463914.482898786, 358302.9293134698 3463917.2944101547, 358306.81366998283 3463918.7275872272))"
yes,,,,,,10.5,default,80.0,"POLYGON ((358249.5838119567 3463830.1299302885, 358242.7491993515 3463816.7850691825, 358247.5050449406 3463814.3704248834, 358254.33965272177 3463827.715288877, 358249.5838119567 3463830.1299302885))"
yes,,,,,,10.5,default,2752.9,"POLYGON ((359600.4271593343 3464714.306664684, 359600.2770229154 3464703.0889018797, 359603.084603581 3464703.0513261803, 359602.69191479473 3464673.7100048675, 359600.0556367591 3464673.7452876214, 359599.9049086911 3464662.483186438, 359612.11555244157 3464662.319770752, 359612.13748354337 3464664.669864035, 359648.25562108913 3464664.197662731, 359648.22492233966 3464661.9031207175, 359659.99777084595 3464661.7456180644, 359660.1562937899 3464673.595209195, 359657.3487057969 3464673.632769331, 359657.7096284981 3464701.322587572, 359659.4893490715 3464701.29877807, 359659.64209136396 3464712.7160648066, 359647.91688611184 3464712.8729332695, 359647.8897461016 3464710.844424978, 359612.4189397424 3464711.3079724847, 359612.4569157007 3464714.1456673634, 359600.4271593343 3464714.306664684))"
yes,,,,,,10.5,default,74.0,"POLYGON ((359904.4022903776 3464642.9020117335, 359904.3944223188 3464628.05700631, 359909.3823655252 3464628.0569165135, 359909.39022653014 3464642.9019216853, 359904.4022903776 3464642.9020117335))"
yes,,,,,,10.5,default,77.8,"POLYGON ((359935.7578070193 3464552.359438078, 359937.37341357314 3464547.171460635, 359951.07082312094 3464551.4121939032, 359949.44554536213 3464556.5892113666, 359935.7578070193 3464552.359438078))"
yes,,,,,,10.5,default,126.5,"POLYGON ((359857.2221045599 3464512.1878640205, 359857.0779325413 3464505.6708016577, 359853.68051927804 3464505.738359593, 359853.4737756239 3464495.9626389667, 359864.2653250897 3464495.7297899174, 359864.36040014995 3464499.9969048984, 359862.07652071305 3464500.0495858723, 359862.342014735 3464512.0862113037, 359857.2221045599 3464512.1878640205))"
yes,,,,,翔殷路地铁站4号口,10.5,default,885.1,"POLYGON ((359852.51840179355 3464684.5271858317, 359846.4324219326 3464668.5992734167, 359845.9936478886 3464616.5197366937, 359854.6725306008 3464616.337270404, 359854.70066629373 3464618.443370697, 359859.32473702286 3464618.2818176337, 359860.94115129125 3464684.4146640906, 359852.51840179355 3464684.5271858317))"
yes,,,,,,10.5,default,57.3,"POLYGON ((358670.33889508824 3465146.541695858, 358670.46420050197 3465133.235862692, 358674.76716679067 3465133.2776645483, 358674.641855926 3465146.5834974637, 358670.33889508824 3465146.541695858))"
yes,parking,,,,上海交通投资（集团）有限公司国和路公交停车场,10.5,default,9039.9,"POLYGON ((358523.33481032157 3465175.542057224, 358523.24369477783 3465107.3927569855, 358655.89243441593 3465107.189792815, 358655.9826885449 3465175.3390628123, 358523.33481032157 3465175.542057224))"
yes,,,,,,10.5,default,1954.7,"POLYGON ((357933.97038398683 3463874.887100996, 357936.41796795605 3463867.226242303, 358150.23280949437 3463938.4045976317, 358146.7803069734 3463947.087883827, 357933.97038398683 3463874.887100996))"
yes,,,,attraction,五角场广场 彩蛋,10.5,default,3762.8,"POLYGON ((358273.28242900595 3464042.565301833, 358271.9761917833 3464040.2990665534, 358271.4409014941 3464038.02241802, 358271.4099085035 3464035.7278710473, 358268.54733596806 3464031.708771567, 358267.19369728654 3464026.638219094, 358267.6664876598 3464023.5829654965, 358268.38937384624 3464020.0143414373, 358270.13493160193 3464017.451888616, 358274.68056818156 3464013.576634771, 358283.05599514395 3464009.9157401808, 358292.64398240997 3464008.6332231713, 358297.59852765757 3464008.9543504054, 358314.89727969817 3464011.891573026, 358332.60753688414 3464018.5151678054, 358345.56655303435 3464025.069891196, 358355.11812194606 3464033.078649026, 358355.6766783984 3464036.3749711374, 358354.94343941106 3464039.178739371, 358359.142360818 3464046.99367568, 358359.19039286184 3464050.5518855765, 358357.45251026336 3464054.389199701, 358355.1972235127 3464057.9785027276, 358349.8729426247 3464060.5892525725, 358347.07550332666 3464061.392006316, 358343.5748505626 3464066.5170146683, 358332.5912609735 3464066.665304428, 358320.57483196235 3464065.0536656403, 358312.3680196357 3464062.8695176425, 358301.85656163783 3464059.2086952976, 358283.093654525 3464050.0604967824, 358273.28242900595 3464042.565301833))"
yes,,,,,,10.5,default,90.4,"POLYGON ((357909.6976094411 3464597.687900844, 357911.6750833693 3464592.583354488, 357913.4651923559 3464593.324099554, 357914.5062760318 3464590.771117771, 357923.44354828645 3464594.19785777, 357919.97175400495 3464602.1276047383, 357909.6976094411 3464597.687900844))"
yes,,,,,,10.5,default,97.4,"POLYGON ((359518.360248024 3465013.926869764, 359518.51179998217 3465006.05325418, 359522.0806563674 3465006.00545702, 359522.0401441648 3465002.269768095, 359525.35234095034 3465002.247582952, 359525.1100155888 3465006.186621024, 359528.46994429274 3465006.1748842984, 359528.3149705669 3465013.79355017, 359524.9358619646 3465013.7944571907, 359524.8873224952 3465016.5667923456, 359521.97454482556 3465016.561455054, 359521.9004024501 3465013.8683700766, 359518.360248024 3465013.926869764))"
yes,,,,attraction,长海医院仓库 (原上海博物馆),10.5,default,2558.3,"POLYGON ((359513.0931683354 3465002.311988589, 359522.0401441648 3465002.269768095, 359525.35234095034 3465002.247582952, 359544.2455715464 3465002.1497895527, 359544.50506051275 3464983.8531955415, 359525.62146241294 3464983.9619445777, 359522.5470356653 3464983.9698582636, 359512.84820357594 3464984.022147477, 359512.9249281775 3464970.5618170514, 359522.4990127674 3464970.4335920247, 359525.94416045444 3464970.3874535477, 359559.38683581376 3464969.9396377853, 359559.2609815619 3464960.5397692276, 359512.2980463606 3464961.423652454, 359512.2107911251 3464959.88376422, 359501.39948750933 3464960.0285699293, 359501.31885339564 3464961.825701975, 359485.7490556848 3464962.0342624006, 359486.1319344166 3464971.430690273, 359500.68666748115 3464971.4796343106, 359500.74068665004 3464984.040188326, 359500.82388429693 3465002.3321970208, 359500.88292494754 3465016.6887364755, 359485.46236135863 3465016.662480833, 359485.32791168423 3465025.8108445466, 359500.7670502758 3465025.803590289, 359500.6777914278 3465027.66735852, 359512.78377337346 3465027.5384682487, 359512.7794981599 3465025.7979071434, 359561.9241753055 3465025.793912765, 359561.8017343302 3465016.648992836, 359524.8873224952 3465016.5667923456, 359521.97454482556 3465016.561455054, 359513.03620733216 3465016.5370400646, 359513.0931683354 3465002.311988589))"
yes,,,,,,10.5,default,222.9,"POLYGON ((359500.82388429693 3465002.3321970208, 359500.74068665004 3464984.040188326, 359512.84820357594 3464984.022147477, 359513.0931683354 3465002.311988589, 359500.82388429693 3465002.3321970208))"
